,Type,Date,Num,Source Name,Name Address,Name Street1,Name Street2,Name City,Name State,Name Zip,Name Contact,Name Phone #,Name Fax #,Name E-Mail,Memo,Name,Terms,total Quantity,Item,Class,Qty,Sales Price,Amount,Balance,State,Ship To Address 1,Ship To Address 2,Ship To State,Ship Zip,Notes,Last Name,First Name
,Invoice,10/02/2019,27474,Matthew Cline,"939 Morgan Summit, East Jennifer, NM 05713",939 Morgan Summit,,East Jennifer,NM,05713,,001-797-286-2782x215,,dunntheresa@gmail.com,Generated Invoice,Matthew Cline,Credit Card,,Let,General,3,13.72,41.16,41.16,Latest,,,,,,Cline,Matthew
Total Matthew Cline,,,,,,,,,,,,,,,,,,,3,,194.08,194.08,,,,,,,,,,
Charles Hernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Invoice,02/17/2016,12635,Charles Hernandez,"63033 Brown Estates Apt. 208, Port Laura, OK 75547",63033 Brown Estates Apt. 208,,Port Laura,OK,75547,,726-436-5659x2604,,richard89@gmail.com,Generated Invoice,Charles Hernandez,Credit Card,,Hard,General,3,27.78,83.34,83.34,Latest,,,,,,Hernandez,Charles
,Invoice,02/15/2020,52540,Charles Hernandez,"63033 Brown Estates Apt. 208, Port Laura, OK 75547",63033 Brown Estates Apt. 208,,Port Laura,OK,75547,,726-436-5659x2604,,richard89@gmail.com,Generated Invoice,Charles Hernandez,Credit Card,,Project,General,2,12.57,25.14,25.14,Latest,,,,,,Hernandez,Charles
,Invoice,04/12/2023,99573,Charles Hernandez,"63033 Brown Estates Apt. 208, Port Laura, OK 75547",63033 Brown Estates Apt. 208,,Port Laura,OK,75547,,726-436-5659x2604,,richard89@gmail.com,Generated Invoice,Charles Hernandez,Credit Card,,Thank,General,4,10.94,43.76,43.76,Latest,,,,,,Hernandez,Charles
Total Charles Hernandez,,,,,,,,,,,,,,,,,,,3,,152.24,152.24,,,,,,,,,,
Michael King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Invoice,07/23/2024,61859,Michael King,"28874 Tara Plaza, Wilsontown, PA 11545",28874 Tara Plaza,,Wilsontown,PA,11545,,2962936153,,lsweeney@gmail.com,Generated Invoice,Michael King,Credit Card,,Else,General,5,44.4,222.0,222.0,Latest,,,,,,King,Michael
,Invoice,12/28/2019,33703,Michael King,"28874 Tara Plaza, Wilsontown, PA 11545",28874 Tara Plaza,,Wilsontown,PA,11545,,2962936153,,lsweeney@gmail.com,Generated Invoice,Michael King,Credit Card,,Issue,General,4,28.9,115.6,115.6,Latest,,,,,,King,Michael
,Invoice,03/15/2018,27649,Michael King,"28874 Tara Plaza, Wilsontown, PA 11545",28874 Tara Plaza,,Wilsontown,PA,11545,,2962936153,,lsweeney@gmail.com,Generated Invoice,Michael King,Credit Card,,Big,General,4,31.08,124.32,124.32,Latest,,,,,,King,Michael
Total Michael King,,,,,,,,,,,,,,,,,,,3,,461.92,461.92,,,,,,,,,,
Christopher Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Invoice,05/31/2018,88237,Christopher Fischer,"9113 Caitlin Fort Suite 698, Richardshire, CT 85926",9113 Caitlin Fort Suite 698,,Richardshire,CT,85926,,(289)869-6815x69020,,michelle56@gmail.com,Generated Invoice,Christopher Fischer,Credit Card,,Friend,General,3,39.79,119.37,119.37,Latest,,,,,,Fischer,Christopher
,Invoice,05/30/2024,82618,Christopher Fischer,"9113 Caitlin Fort Suite 698, Richardshire, CT 85926",9113 Caitlin Fort Suite 698,,Richardshire,CT,85926,,(289)869-6815x69020,,michelle56@gmail.com,Generated Invoice,Christopher Fischer,Credit Card,,Particularly,General,2,38.94,77.88,77.88,Latest,,,,,,Fischer,Christopher
,Invoice,05/16/2024,15598,Christopher Fischer,"9113 Caitlin Fort Suite 698, Richardshire, CT 85926",9113 Caitlin Fort Suite 698,,Richardshire,CT,85926,,(289)869-6815x69020,,michelle56@gmail.com,Generated Invoice,Christopher Fischer,Credit Card,,Contain,General,3,34.16,102.48,102.48,Latest,,,,,,Fischer,Christopher
Total Christopher Fischer,,,,,,,,,,,,,,,,,,,3,,299.73,299.73,,,,,,,,,,
TOTAL,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,
